"","CTYNAME","age_grp","N0","V0_1","V0_2","V0_3","V0_4","V0_5","V0_6","V0_7","S0_1","S0_2","S0_3","S0_4","S0_5","S0_6","S0_7","R0","theta_1","theta_2","theta_3","theta_4","theta_5","theta_6","theta_7"
"630","Somervell","5_19",1830,1428,1204,1457,1474,1353,1278,1484,402,626,373,356,477,552,346,0,0,0,0,0,0,0,0
"631","Starr","0_4",5542,5522,4690,5400,5542,5245,4967,5542,20,852,142,0,297,575,0,0,3,2,3,3,3,3,3
"632","Starr","20",42464,42308,35939,41375,42464,40185,38062,42464,156,6525,1089,0,2279,4402,0,0,0,0,0,0,0,0,0
"633","Starr","5_19",17928,14566,12373,14242,14619,13835,13104,14619,3362,5555,3686,3309,4093,4824,3309,0,0,0,0,0,0,0,0
"634","Stephens","0_4",475,452,381,463,475,428,404,475,23,94,12,0,47,71,0,0,0,0,0,0,0,0,0
"635","Stephens","20",7153,6804,5731,6970,7153,6446,6089,7153,349,1422,183,0,707,1064,0,0,0,0,0,0,0,0,0
"636","Stephens","5_19",1715,1255,1058,1284,1298,1190,1124,1295,460,657,431,417,525,591,420,0,0,0,0,0,0,0,0
"637","Sterling","0_4",136,129,108,133,133,122,115,135,7,28,3,3,14,21,1,0,0,0,0,0,0,0,0
"638","Sterling","20",939,888,747,915,915,841,794,935,51,192,24,24,98,145,4,0,0,0,0,0,0,0,0
"639","Sterling","5_19",322,241,202,249,252,228,215,247,81,120,73,70,94,107,75,0,0,0,0,0,0,0,0
"640","Sutton","0_4",179,175,148,174,179,166,157,179,4,31,5,0,13,22,0,0,0,0,0,0,0,0,0
"641","Sutton","20",2369,2314,1959,2308,2369,2196,2077,2369,55,410,61,0,173,292,0,0,0,0,0,0,0,0,0
"642","Sutton","5_19",673,534,452,532,546,506,479,546,139,221,141,127,167,194,127,0,0,0,0,0,0,0,0
"643","Swisher","0_4",398,390,331,388,398,370,350,398,8,67,10,0,28,48,0,0,0,0,0,0,0,0,0
"644","Swisher","20",5101,5002,4237,4970,5101,4747,4492,5101,99,864,131,0,354,609,0,0,0,0,0,0,0,0,0
"645","Swisher","5_19",1456,1131,959,1124,1151,1074,1016,1151,325,497,332,305,382,440,305,0,0,0,0,0,0,0,0
"646","Tarrant","0_4",138082,133543,112830,134540,138082,126638,119734,138082,4539,25252,3542,0,11444,18348,0,0,69,58,71,72,66,62,73
"647","Tarrant","20",1575654,1523854,1287506,1535240,1575654,1445072,1366289,1575654,51800,288148,40414,0,130582,209365,0,0,0,0,0,0,0,0,0
"648","Tarrant","5_19",469211,364067,307645,366761,374501,345260,326452,375151,105144,161566,102450,94710,123951,142759,94060,0,0,0,0,0,0,0,0
"649","Taylor","0_4",9827,9629,8155,9575,9827,9138,8646,9827,198,1672,252,0,689,1181,0,0,5,4,5,5,5,5,5
"650","Taylor","20",105265,103143,87353,102565,105265,97880,92617,105265,2122,17912,2700,0,7385,12648,0,0,0,0,0,0,0,0,0
"651","Taylor","5_19",31744,23620,20004,23488,24108,22415,21209,24108,8124,11740,8256,7636,9329,10535,7636,0,0,0,0,0,0,0,0
"652","Terrell","0_4",26,26,22,25,26,25,23,26,0,4,1,0,1,3,0,0,0,0,0,0,0,0,0
"653","Terrell","20",540,540,459,526,540,513,486,540,0,81,14,0,27,54,0,0,0,0,0,0,0,0,0
"654","Terrell","5_19",121,97,82,95,97,92,87,97,24,39,26,24,29,34,24,0,0,0,0,0,0,0,0
"655","Terry","0_4",892,871,737,869,892,826,781,892,21,155,23,0,66,111,0,0,1,0,1,1,0,0,1
"656","Terry","20",7921,7730,6542,7718,7921,7334,6938,7921,191,1379,203,0,587,983,0,0,0,0,0,0,0,0,0
"657","Terry","5_19",2734,2170,1837,2167,2223,2059,1948,2223,564,897,567,511,675,786,511,0,0,0,0,0,0,0,0
"658","Throckmorton","0_4",102,95,80,99,99,90,85,100,7,22,3,3,12,17,2,0,0,0,0,0,0,0,0
"659","Throckmorton","20",1125,1046,878,1096,1096,990,934,1103,79,247,29,29,135,191,22,0,0,0,0,0,0,0,0
"660","Throckmorton","5_19",299,227,191,235,238,215,203,231,72,108,64,61,84,96,68,0,0,0,0,0,0,0,0
"661","Titus","0_4",2236,2204,1869,2179,2236,2092,1981,2236,32,367,57,0,144,255,0,0,1,1,1,1,1,1,1
"662","Titus","20",21700,21392,18137,21143,21700,20307,19222,21700,308,3563,557,0,1393,2478,0,0,0,0,0,0,0,0,0
"663","Titus","5_19",7421,5933,5030,5865,6015,5632,5331,6015,1488,2391,1556,1406,1789,2090,1406,0,0,0,0,0,0,0,0
"664","Tom Green","0_4",7381,7263,6156,7192,7381,6894,6525,7381,118,1225,189,0,487,856,0,0,4,3,4,4,4,4,4
"665","Tom Green","20",87245,85856,72769,85007,87245,81493,77131,87245,1389,14476,2238,0,5752,10114,0,0,0,0,0,0,0,0,0
"666","Tom Green","5_19",24431,18847,15974,18665,19148,17889,16932,19148,5584,8457,5766,5283,6542,7499,5283,0,0,0,0,0,0,0,0
"667","Travis","0_4",73426,70699,59685,71543,73426,67028,63356,73426,2727,13741,1883,0,6398,10070,0,0,38,31,40,40,36,34,40
"668","Travis","20",1038063,999508,843798,1011437,1038063,947604,895701,1038063,38555,194265,26626,0,90459,142362,0,0,0,0,0,0,0,0,0
"669","Travis","5_19",223472,168091,141914,170106,173725,159366,150640,173774,55381,81558,53366,49747,64106,72832,49698,0,0,0,0,0,0,0,0
"670","Trinity","0_4",702,682,577,684,702,647,612,702,20,125,18,0,55,90,0,0,0,0,0,0,0,0,0
"671","Trinity","20",11123,10806,9137,10838,11123,10250,9693,11123,317,1986,285,0,873,1430,0,0,0,0,0,0,0,0,0
"672","Trinity","5_19",2403,1887,1596,1892,1927,1790,1693,1934,516,807,511,476,613,710,469,0,0,0,0,0,0,0,0
"673","Tyler","0_4",974,938,792,949,974,889,841,974,36,182,25,0,85,133,0,0,1,0,1,1,0,0,1
"674","Tyler","20",16033,15441,13036,15622,16033,14639,13838,16033,592,2997,411,0,1394,2195,0,0,0,0,0,0,0,0,0
"675","Tyler","5_19",3375,2623,2216,2651,2700,2487,2352,2700,752,1159,724,675,888,1023,675,0,0,0,0,0,0,0,0
"676","Upshur","0_4",2534,2441,2061,2469,2534,2315,2188,2534,93,473,65,0,219,346,0,0,1,1,1,1,1,1,1
"677","Upshur","20",32032,30861,26056,31210,32032,29259,27658,32032,1171,5976,822,0,2773,4374,0,0,0,0,0,0,0,0,0
"678","Upshur","5_19",8715,6852,5786,6930,7056,6497,6142,7088,1863,2929,1785,1659,2218,2573,1627,0,0,0,0,0,0,0,0
"679","Upton","0_4",162,159,135,158,162,151,143,162,3,27,4,0,11,19,0,0,0,0,0,0,0,0,0
"680","Upton","20",2195,2158,1829,2139,2195,2048,1939,2195,37,366,56,0,147,256,0,0,0,0,0,0,0,0,0
"681","Upton","5_19",752,584,495,579,592,554,525,594,168,257,173,160,198,227,158,0,0,0,0,0,0,0,0
"682","Uvalde","0_4",1921,1890,1602,1872,1921,1794,1698,1921,31,319,49,0,127,223,0,0,1,1,1,1,1,1,1
"683","Uvalde","20",17494,17215,14590,17045,17494,16340,15465,17494,279,2904,449,0,1154,2029,0,0,0,0,0,0,0,0,0
"684","Uvalde","5_19",5545,4278,3626,4237,4347,4061,3843,4347,1267,1919,1308,1198,1484,1702,1198,0,0,0,0,0,0,0,0
"685","Val Verde","0_4",3803,3767,3196,3705,3803,3577,3387,3803,36,607,98,0,226,416,0,0,2,2,2,2,2,2,2
"686","Val Verde","20",32895,32582,27648,32051,32895,30937,29293,32895,313,5247,844,0,1958,3602,0,0,0,0,0,0,0,0,0
"687","Val Verde","5_19",11022,8779,7450,8634,8822,8336,7893,8846,2243,3572,2388,2200,2686,3129,2176,0,0,0,0,0,0,0,0
"688","Van Zandt","0_4",3558,3410,2876,3467,3558,3232,3054,3558,148,682,91,0,326,504,0,0,2,1,2,2,2,2,2
"689","Van Zandt","20",47936,45937,38747,46706,47936,43541,41144,47936,1999,9189,1230,0,4395,6792,0,0,0,0,0,0,0,0,0
"690","Van Zandt","5_19",12506,9767,8240,9929,10042,9258,8749,10132,2739,4266,2577,2464,3248,3757,2374,0,0,0,0,0,0,0,0
"691","Victoria","0_4",6076,5993,5081,5920,6076,5689,5385,6076,83,995,156,0,387,691,0,0,3,3,3,3,3,3,3
"692","Victoria","20",66355,65445,55492,64653,66355,62127,58809,66355,910,10863,1702,0,4228,7546,0,0,0,0,0,0,0,0,0
"693","Victoria","5_19",19233,15346,13012,15167,15558,14568,13790,15558,3887,6221,4066,3675,4665,5443,3675,0,0,0,0,0,0,0,0
"694","Walker","0_4",3266,3154,2665,3182,3266,2991,2828,3266,112,601,84,0,275,438,0,0,2,1,2,2,2,2,2
"695","Walker","20",65507,63269,53443,63827,65507,59994,56719,65507,2238,12064,1680,0,5513,8788,0,0,0,0,0,0,0,0,0
"696","Walker","5_19",12495,7720,6522,7787,7907,7321,6922,7952,4775,5973,4708,4588,5174,5573,4543,0,0,0,0,0,0,0,0
"697","Waller","0_4",3924,3856,3267,3823,3924,3659,3463,3924,68,657,101,0,265,461,0,0,2,2,2,2,2,2,2
"698","Waller","20",43518,42760,36233,42402,43518,40585,38409,43518,758,7285,1116,0,2933,5109,0,0,0,0,0,0,0,0,0
"699","Waller","5_19",16111,10124,8579,10040,10300,9609,9094,10300,5987,7532,6071,5811,6502,7017,5811,0,0,0,0,0,0,0,0
"700","Ward","0_4",850,832,705,828,850,790,747,850,18,145,22,0,60,103,0,0,0,0,0,0,0,0,0
"701","Ward","20",7525,7366,6237,7332,7525,6989,6613,7525,159,1288,193,0,536,912,0,0,0,0,0,0,0,0,0
"702","Ward","5_19",2591,2075,1757,2065,2109,1969,1863,2117,516,834,526,482,622,728,474,0,0,0,0,0,0,0,0
"703","Washington","0_4",1913,1872,1585,1864,1913,1777,1681,1913,41,328,49,0,136,232,0,0,1,1,1,1,1,1,1
"704","Washington","20",27263,26683,22594,26564,27263,25320,23957,27263,580,4669,699,0,1943,3306,0,0,0,0,0,0,0,0,0
"705","Washington","5_19",7831,5297,4486,5275,5410,5027,4756,5410,2534,3345,2556,2421,2804,3075,2421,0,0,0,0,0,0,0,0
"706","Webb","0_4",21405,21330,18119,20856,21405,20260,19190,21405,75,3286,549,0,1145,2215,0,0,12,10,11,12,11,11,12
"707","Webb","20",176835,176216,149691,172299,176835,167374,158533,176835,619,27144,4536,0,9461,18302,0,0,0,0,0,0,0,0,0
"708","Webb","5_19",70908,56806,48255,55556,57003,53955,51105,57003,14102,22653,15352,13905,16953,19803,13905,0,0,0,0,0,0,0,0
"709","Wharton","0_4",2851,2823,2396,2778,2851,2681,2538,2851,28,455,73,0,170,313,0,0,2,1,1,2,1,1,2
"710","Wharton","20",30008,29715,25214,29238,30008,28215,26715,30008,293,4794,770,0,1793,3293,0,0,0,0,0,0,0,0,0
"711","Wharton","5_19",8880,7034,5969,6922,7103,6679,6324,7103,1846,2911,1958,1777,2201,2556,1777,0,0,0,0,0,0,0,0
"712","Wheeler","0_4",273,264,223,266,273,251,237,273,9,50,7,0,22,36,0,0,0,0,0,0,0,0,0
"713","Wheeler","20",3483,3373,2851,3394,3483,3199,3025,3483,110,632,89,0,284,458,0,0,0,0,0,0,0,0,0
"714","Wheeler","5_19",1048,830,701,837,855,787,744,854,218,347,211,193,261,304,194,0,0,0,0,0,0,0,0
"715","Wichita","0_4",8106,7967,6752,7898,8106,7562,7157,8106,139,1354,208,0,544,949,0,0,5,4,4,5,4,4,5
"716","Wichita","20",95096,93471,79206,92657,95096,88716,83961,95096,1625,15890,2439,0,6380,11135,0,0,0,0,0,0,0,0,0
"717","Wichita","5_19",26978,19720,16711,19551,20060,18717,17714,20060,7258,10267,7427,6918,8261,9264,6918,0,0,0,0,0,0,0,0
"718","Wilbarger","0_4",754,748,635,735,754,710,672,754,6,119,19,0,44,82,0,0,0,0,0,0,0,0,0
"719","Wilbarger","20",9549,9469,8037,9304,9549,8992,8514,9549,80,1512,245,0,557,1035,0,0,0,0,0,0,0,0,0
"720","Wilbarger","5_19",2219,1677,1423,1648,1691,1593,1508,1691,542,796,571,528,626,711,528,0,0,0,0,0,0,0,0
"721","Willacy","0_4",1151,1148,975,1121,1151,1090,1033,1151,3,176,30,0,61,118,0,0,1,1,1,1,1,1,1
"722","Willacy","20",14674,14634,12433,14298,14674,13900,13166,14674,40,2241,376,0,774,1508,0,0,0,0,0,0,0,0,0
"723","Willacy","5_19",4212,3237,2751,3166,3246,3075,2913,3246,975,1461,1046,966,1137,1299,966,0,0,0,0,0,0,0,0
"724","Williamson","0_4",41800,40014,33744,40728,41800,37924,35834,41800,1786,8056,1072,0,3876,5966,0,0,22,19,22,23,21,20,23
"725","Williamson","20",516559,494493,417009,503310,516559,468665,442837,516559,22066,99550,13249,0,47894,73722,0,0,0,0,0,0,0,0,0
"726","Williamson","5_19",138832,109026,91943,110997,113870,103332,97638,113870,29806,46889,27835,24962,35500,41194,24962,0,0,0,0,0,0,0,0
"727","Wilson","0_4",2966,2911,2466,2890,2966,2762,2614,2966,55,500,76,0,204,352,0,0,2,1,2,2,2,1,2
"728","Wilson","20",40217,39465,33432,39185,40217,37454,35443,40217,752,6785,1032,0,2763,4774,0,0,0,0,0,0,0,0,0
"729","Wilson","5_19",11000,8835,7485,8777,9001,8385,7935,9001,2165,3515,2223,1999,2615,3065,1999,0,0,0,0,0,0,0,0
"730","Winkler","0_4",585,580,492,570,585,550,521,585,5,93,15,0,35,64,0,0,0,0,0,0,0,0,0
"731","Winkler","20",5068,5021,4261,4938,5068,4768,4514,5068,47,807,130,0,300,554,0,0,0,0,0,0,0,0,0
"732","Winkler","5_19",1761,1404,1192,1381,1417,1333,1263,1417,357,569,380,344,428,498,344,0,0,0,0,0,0,0,0
"733","Wise","0_4",4752,4524,3811,4630,4752,4287,4049,4752,228,941,122,0,465,703,0,0,2,2,2,2,2,2,2
"734","Wise","20",57108,54369,45803,55643,57108,51514,48658,57108,2739,11305,1465,0,5594,8450,0,0,0,0,0,0,0,0,0
"735","Wise","5_19",16237,12669,10676,12953,13126,12004,11340,13141,3568,5561,3284,3111,4233,4897,3096,0,0,0,0,0,0,0,0
"736","Wood","0_4",2099,2034,1720,2045,2099,1929,1824,2099,65,379,54,0,170,275,0,0,1,1,1,1,1,1,1
"737","Wood","20",37895,36728,31044,36923,37895,34833,32938,37895,1167,6851,972,0,3062,4957,0,0,0,0,0,0,0,0,0
"738","Wood","5_19",7927,6059,5122,6090,6200,5746,5434,6235,1868,2805,1837,1727,2181,2493,1692,0,0,0,0,0,0,0,0
"739","Yoakum","0_4",665,648,548,648,665,615,582,665,17,117,17,0,50,83,0,0,0,0,0,0,0,0,0
"740","Yoakum","20",4766,4644,3930,4644,4766,4406,4168,4766,122,836,122,0,360,598,0,0,0,0,0,0,0,0,0
"741","Yoakum","5_19",2037,1594,1349,1593,1622,1512,1431,1629,443,688,444,415,525,606,408,0,0,0,0,0,0,0,0
"742","Young","0_4",1067,1042,882,1040,1067,989,936,1067,25,185,27,0,78,131,0,0,1,0,1,1,1,1,1
"743","Young","20",13376,13066,11059,13033,13376,12397,11728,13376,310,2317,343,0,979,1648,0,0,0,0,0,0,0,0,0
"744","Young","5_19",3681,2925,2476,2920,2994,2775,2626,2994,756,1205,761,687,906,1055,687,0,0,0,0,0,0,0,0
"745","Zapata","0_4",971,969,823,946,971,920,871,971,2,148,25,0,51,100,0,0,1,0,1,1,1,0,1
"746","Zapata","20",8958,8935,7592,8728,8958,8487,8039,8958,23,1366,230,0,471,919,0,0,0,0,0,0,0,0,0
"747","Zapata","5_19",3807,3077,2614,3008,3084,2922,2768,3084,730,1193,799,723,885,1039,723,0,0,0,0,0,0,0,0
"748","Zavala","0_4",734,733,623,715,734,697,660,734,1,111,19,0,37,74,0,0,0,0,0,0,0,0,0
"749","Zavala","20",6263,6257,5317,6102,6263,5944,5630,6263,6,946,161,0,319,633,0,0,0,0,0,0,0,0,0
"750","Zavala","5_19",2315,1851,1573,1807,1853,1758,1666,1853,464,742,508,462,557,649,462,0,0,0,0,0,0,0,0
